id;spkts;dpkts;sbytes;dbytes;sttl;dttl;sloss;dloss;swin;stcpb;dtcpb;dwin;tcprtt;synack;ackdat;smean;dmean;trans_depth;response_body_len;ct_srv_src;ct_state_ttl;ct_dst_ltm;ct_src_dport_ltm;ct_dst_sport_ltm;ct_dst_src_ltm;is_ftp_login;ct_ftp_cmd;ct_flw_http_mthd;ct_src_ltm;ct_srv_dst;is_sm_ips_ports;target
372;2;0;776;0;254;0;0;0;0;0;0;0;0;0;0;388;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
373;2;0;776;0;254;0;0;0;0;0;0;0;0;0;0;388;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
374;2;0;776;0;254;0;0;0;0;0;0;0;0;0;0;388;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
375;2;0;776;0;254;0;0;0;0;0;0;0;0;0;0;388;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
376;2;0;168;0;254;0;0;0;0;0;0;0;0;0;0;84;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
377;18;0;2858;0;254;0;0;0;0;0;0;0;0;0;0;159;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
378;18;0;2858;0;254;0;0;0;0;0;0;0;0;0;0;159;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
379;18;0;2858;0;254;0;0;0;0;0;0;0;0;0;0;159;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
380;2;0;168;0;254;0;0;0;0;0;0;0;0;0;0;84;0;0;0;2;2;1;1;1;1;0;0;0;1;1;0;1
381;10;6;974;268;254;252;2;1;255;2069004396;2523737598;255;0.051015;0.006627;0.044388;97;45;1;0;1;1;1;1;1;1;0;0;1;1;2;0;1
382;10;10;748;4208;62;252;2;2;255;3886599047;1954191115;255;0.053529;0.007573;0.045956;75;421;1;1663;3;1;1;1;1;1;0;0;1;1;1;0;1
383;2;0;2150;0;254;0;0;0;0;0;0;0;0;0;0;1075;0;0;0;37;2;11;10;1;37;0;0;0;10;37;0;1
384;2;0;1970;0;254;0;0;0;0;0;0;0;0;0;0;985;0;0;0;37;2;11;10;1;37;0;0;0;10;37;0;1
385;2;0;1850;0;254;0;0;0;0;0;0;0;0;0;0;925;0;0;0;39;2;14;14;1;39;0;0;0;14;39;0;1
386;2;0;754;0;254;0;0;0;0;0;0;0;0;0;0;377;0;0;0;39;2;14;14;1;39;0;0;0;14;39;0;1
387;2;0;1406;0;254;0;0;0;0;0;0;0;0;0;0;703;0;0;0;39;2;14;14;1;39;0;0;0;14;39;0;1
388;10;6;1308;268;254;252;2;1;255;2213049113;3720986296;255;0.059694;0.014399;0.045295;131;45;1;0;1;1;1;1;1;1;0;0;1;1;2;0;1
389;2;0;756;0;254;0;0;0;0;0;0;0;0;0;0;378;0;0;0;39;2;15;15;1;39;0;0;0;15;39;0;1
390;2;0;1768;0;254;0;0;0;0;0;0;0;0;0;0;884;0;0;0;39;2;15;15;1;39;0;0;0;15;39;0;1
391;22;50;1172;48278;62;252;6;23;255;1505806048;263078687;255;0.054673;0.022059;0.032614;53;966;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
392;22;22;1190;1652;62;252;7;9;255;2727687527;2131410753;255;0.053657;0.008092;0.045565;54;75;0;0;1;1;2;1;1;2;1;1;0;2;1;0;1
393;12;10;1284;2074;62;252;3;3;255;396696120;986523889;255;0.050771;0.006186;0.044585;107;207;1;65;1;1;1;1;1;1;0;0;1;1;1;0;1
394;10;6;512;268;254;252;2;1;255;325421294;3457409359;255;0.050183;0.02444;0.025743;51;45;0;0;2;1;1;1;1;1;0;0;0;1;1;0;1
395;20;38;1104;31168;62;252;6;17;255;3645683182;4153522134;255;0.043127;0.024774;0.018353;55;820;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
396;28;26;3926;3392;254;252;11;11;255;541635079;4017054303;255;0.059982;0.014034;0.045948;140;130;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
397;12;6;4708;268;254;252;3;1;255;4191333565;1769644227;255;0.053141;0.007165;0.045976;392;45;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1
398;12;6;3818;268;254;252;3;1;255;1303353232;1398302577;255;0.06114;0.012885;0.048255;318;45;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1
399;10;8;1204;354;254;252;2;1;255;3819380545;2889486221;255;0.109601;0.061026;0.048575;120;44;0;0;8;1;2;2;1;8;0;0;0;2;8;0;1
400;10;8;1332;354;254;252;2;1;255;2494148718;3376470045;255;0.097036;0.037076;0.05996;133;44;0;0;10;1;3;2;1;11;0;0;0;3;10;0;1
401;10;6;1844;268;254;252;2;1;255;3286043099;1368625476;255;0.09512;0.055749;0.039371;184;45;0;0;10;1;1;1;1;11;0;0;0;1;10;0;1
402;40;0;10880;0;254;0;0;0;0;0;0;0;0;0;0;272;0;0;0;1;2;1;1;1;1;0;0;0;2;1;0;1
403;10;12;816;6574;62;252;2;4;255;2807725629;1492683247;255;0.05382;0.006817;0.047003;82;548;1;2794;1;1;1;1;1;1;0;0;1;1;1;0;1
404;16;8;6924;812;254;252;5;2;255;1635565997;2209334566;255;0.058698;0.01217;0.046528;433;102;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
405;10;6;854;268;254;252;2;1;255;3158290523;3962639570;255;0.063293;0.006362;0.056931;85;45;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1
406;10;6;918;268;254;252;2;1;255;940626502;3460499259;255;0.053072;0.006967;0.046105;92;45;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1
407;116;0;17078;0;254;0;0;0;0;0;0;0;0;0;0;147;0;0;0;2;2;2;2;2;2;0;0;0;4;2;0;1
408;28;28;1568;1528;254;252;16;10;255;4222814469;2282107141;255;0.094898;0.048388;0.04651;56;55;0;0;4;1;2;2;2;4;0;0;0;2;4;0;1
409;18;16;2512;1386;254;252;6;6;255;4061604134;1954606782;255;0.054905;0.027036;0.027869;140;87;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
410;12;10;1256;1288;254;252;3;3;255;1898604876;1514609969;255;0.072738;0.043266;0.029472;105;129;0;0;6;1;1;1;1;2;0;0;0;3;1;0;1
411;16;10;906;556;254;252;5;3;255;165382503;3332570827;255;0.102206;0.068615;0.033591;57;56;0;0;5;1;1;1;1;5;0;0;0;2;5;0;1
412;16;12;904;642;254;252;5;3;255;1737780158;614709883;255;0.120151;0.077597;0.042554;57;54;0;0;5;1;1;1;1;5;0;0;0;2;5;0;1
413;10;10;964;3708;62;252;2;3;255;2318751353;4156684638;255;0.15658;0.066051;0.090529;96;371;1;1409;4;1;2;2;1;2;0;0;1;2;2;0;1
414;14;12;782;678;254;252;4;4;255;1899886519;2614671564;255;0.125953;0.065855;0.060098;56;57;0;0;3;1;1;1;1;3;0;0;0;1;3;0;1
415;16;14;904;728;254;252;5;3;255;728410861;2602928209;255;0.137927;0.072879;0.065048;57;52;0;0;4;1;1;1;1;4;0;0;0;2;4;0;1
416;10;8;786;826;62;252;2;2;255;2120189938;2827257507;255;0.097739;0.033761;0.063978;79;103;1;14;1;1;1;1;1;1;0;0;1;1;1;0;1
417;10;10;888;3780;62;252;2;3;255;3141333184;3688782502;255;0.069402;0.035025;0.034377;89;378;1;1436;1;1;1;1;1;1;0;0;1;1;1;0;1
418;14;12;790;678;254;252;4;4;255;767569585;3589820817;255;0.086758;0.057863;0.028895;56;57;0;0;4;1;1;1;1;4;0;0;0;3;4;0;1
419;18;14;2798;2050;254;252;6;5;255;2298413648;3369092459;255;0.080419;0.033275;0.047144;155;146;0;0;1;1;2;1;1;1;0;0;0;1;4;0;1
420;10;6;1062;268;254;252;2;1;255;2512637655;419055905;255;0.099115;0.053553;0.045562;106;45;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1
421;34;22;23864;1846;62;252;14;8;255;1118594827;2935223566;255;0.08491;0.061575;0.023335;702;84;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
422;5416;806;7164417;34668;254;252;2705;1;255;1748323556;287462897;255;0.143758;0.086642;0.057116;1323;43;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
423;10;8;796;1024;62;252;2;2;255;967118013;4120194830;255;0.091635;0.040255;0.05138;80;128;1;90;2;1;1;1;1;1;0;0;1;1;1;0;1
424;20;24;934;8624;62;252;7;10;255;3083695214;2613797951;255;0.096073;0.074917;0.021156;47;359;0;0;1;1;2;1;1;1;0;0;0;1;1;0;1
425;10;8;564;354;254;252;2;1;255;843016790;2757705303;255;0.102438;0.053844;0.048594;56;44;0;0;1;1;1;1;1;2;0;0;0;1;1;0;1
426;10;6;568;268;254;252;2;1;255;2245818532;2311004059;255;0.086109;0.036982;0.049127;57;45;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
427;10;8;1092;1044;254;252;2;2;255;3308108982;1641553681;255;0.077193;0.048052;0.029141;109;131;1;98;1;1;1;1;1;1;0;0;1;1;1;0;1
428;2;0;136;0;254;0;0;0;0;0;0;0;0;0;0;68;0;0;0;1;2;1;1;1;1;0;0;0;2;1;0;1
429;10;14;770;11200;62;252;2;5;255;2761920022;3566826875;255;0.071621;0.036119;0.035502;77;800;1;5068;1;1;1;1;1;1;0;0;1;1;1;0;1
430;10;8;842;1670;254;252;2;2;255;1662547502;1893834589;255;0.081875;0.050825;0.03105;84;209;1;430;1;1;1;1;1;1;0;0;1;1;1;0;1
431;2;0;168;0;254;0;0;0;0;0;0;0;0;0;0;84;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
432;10;8;564;354;254;252;2;1;255;760093705;512491859;255;0.092538;0.038226;0.054312;56;44;0;0;1;1;2;1;1;1;0;0;0;1;2;0;1
433;2;0;406;0;254;0;0;0;0;0;0;0;0;0;0;203;0;0;0;5;2;2;1;1;5;0;0;0;2;5;0;1
434;16;10;1536;556;254;252;8;4;255;1258417146;1861326755;255;0.108932;0.065087;0.043845;96;56;0;0;5;1;1;1;1;5;0;0;0;1;5;0;1
435;10;16;1126;14492;62;252;2;6;255;1160354677;514290457;255;0.085007;0.027489;0.057518;113;906;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1
436;10;10;794;3962;62;252;2;3;255;992830548;3879203431;255;0.085254;0.03954;0.045714;79;396;1;1537;1;1;1;1;1;1;0;0;1;1;1;0;1
437;12;8;2326;552;254;252;3;2;255;814548613;1423057000;255;0.121115;0.08707;0.034045;194;69;0;0;1;1;1;1;1;2;0;0;0;1;1;0;1
438;24;20;4963;1834;62;252;9;8;255;2708788982;1203802522;255;0.125395;0.067622;0.057773;207;92;0;0;1;1;1;1;1;2;0;0;0;1;1;0;1
439;20;38;1084;31422;62;252;6;17;255;3156940646;263729156;255;0.112586;0.066666;0.04592;54;827;0;0;4;1;1;1;1;1;0;0;0;2;1;0;1
440;2;0;78;0;254;0;0;0;0;0;0;0;0;0;0;39;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
441;2;0;78;0;254;0;0;0;0;0;0;0;0;0;0;39;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
442;10;6;684;268;254;252;2;1;255;1622845501;129146287;255;0.110099;0.057437;0.052662;68;45;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
443;18;28;992;16286;62;252;6;12;255;1680480956;827582567;255;0.088377;0.032155;0.056222;55;582;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
444;10;8;564;354;254;252;2;1;255;1216480660;2315613417;255;0.080034;0.040989;0.039045;56;44;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
445;12;22;906;22330;62;252;2;9;255;3924857131;620656127;255;0.096061;0.073689;0.022372;76;1015;1;10443;1;1;1;1;1;1;0;0;1;2;1;0;1
446;10;8;564;354;254;252;2;1;255;1941453726;622864104;255;0.078085;0.030936;0.047149;56;44;0;0;4;1;1;1;1;1;0;0;0;2;1;0;1
447;4144;622;5487011;26990;254;252;2070;2;255;1246500401;2594456459;255;0.079306;0.025946;0.05336;1324;43;0;0;1;1;1;1;1;2;0;0;0;1;1;0;1
448;10;6;562;268;254;252;2;1;255;1691428778;2071679324;255;0.087666;0.05926;0.028406;56;45;0;0;2;1;1;1;1;1;0;0;0;1;2;0;1
449;2;0;168;0;254;0;0;0;0;0;0;0;0;0;0;84;0;0;0;5;2;1;1;1;1;0;0;0;2;1;0;1
450;2;0;168;0;254;0;0;0;0;0;0;0;0;0;0;84;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
451;10;6;914;268;254;252;2;1;255;2773566798;311507358;255;0.113786;0.040927;0.072859;91;45;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1
452;182;44;214505;2812;62;252;88;8;255;2228989328;2427852136;255;0.162629;0.087548;0.075081;1179;64;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
453;2;0;2792;0;254;0;0;0;0;0;0;0;0;0;0;1396;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
454;2;0;168;0;254;0;0;0;0;0;0;0;0;0;0;84;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
455;2;0;168;0;254;0;0;0;0;0;0;0;0;0;0;84;0;0;0;2;2;1;1;1;1;0;0;0;1;1;0;1
456;10;8;564;354;254;252;2;1;255;1289435853;1958897280;255;0.036172;0.01688;0.019292;56;44;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
457;10;8;564;354;254;252;2;1;255;3685276595;218706777;255;0.055437;0.00705;0.048387;56;44;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
458;10;10;800;5972;62;252;2;3;255;1955121065;934836504;255;0.053869;0.007171;0.046698;80;597;1;2540;1;1;1;1;1;1;0;0;1;2;1;0;1
459;2;2;96;96;254;252;1;1;255;1089888449;423598219;255;0.012892;0.012892;0;48;48;0;0;2;4;1;1;1;2;0;0;0;1;2;0;1
460;10;8;564;354;254;252;2;1;255;576824336;3494983190;255;0.052544;0.00691;0.045634;56;44;0;0;2;1;1;1;1;1;0;0;0;1;1;0;1
461;10;10;916;4638;62;252;2;2;255;634514193;830372169;255;0.052237;0.006303;0.045934;92;464;1;1876;1;1;1;1;1;1;0;0;1;1;1;0;1
462;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;1
463;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;1
464;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;1
465;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;1
466;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;1
467;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;1
468;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;1
469;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;1
470;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;1
471;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;1
472;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;4;2;3;4;3;3;0;0;0;5;3;0;1
473;22;22;1190;1642;62;252;7;9;255;3381023975;1150359159;255;0.051855;0.005569;0.046286;54;75;0;0;1;1;2;1;1;2;1;1;0;2;1;0;1
474;22;22;1190;1642;62;252;7;9;255;3381023975;1150359159;255;0.051855;0.005569;0.046286;54;75;0;0;1;1;2;1;1;2;1;1;0;2;1;0;1
475;4;0;360;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;1;2;1;1;1;1;0;0;0;2;1;0;1
476;4;0;360;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;1;2;1;1;1;1;0;0;0;2;1;0;1
477;4;0;360;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;1;2;1;1;1;1;0;0;0;2;1;0;1
478;4;0;360;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;1;2;1;1;1;1;0;0;0;2;1;0;1
479;12;6;5098;268;254;252;3;1;255;831472909;494833922;255;0.058036;0.010891;0.047145;425;45;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
480;10;6;1988;268;254;252;2;1;255;2780487150;828693980;255;0.053478;0.006518;0.04696;199;45;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1
481;10;8;564;354;254;252;2;1;255;1782955927;255733498;255;0.098437;0.051577;0.04686;56;44;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
482;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;1
483;2;0;200;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;1
484;2;0;200;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;1
485;2;0;200;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;1
486;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;1
487;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;1
488;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;1
489;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;1
490;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;1
491;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;1
492;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;1
493;2;0;168;0;254;0;0;0;0;0;0;0;0;0;0;84;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
494;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;1
495;18;22;1032;9898;62;252;6;9;255;1475991882;3690820948;255;0.053139;0.00682;0.046319;57;450;0;0;2;1;1;1;1;2;0;0;0;1;2;0;1
496;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;1
497;2;0;168;0;254;0;0;0;0;0;0;0;0;0;0;84;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
498;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;1
499;22;44;1186;40540;62;252;6;20;255;293677215;1819468955;255;0.050492;0.007112;0.04338;54;921;0;0;1;1;1;1;1;1;0;0;0;2;1;0;1
500;10;8;1170;966;254;252;2;2;255;709846722;2818662235;255;0.053994;0.007956;0.046038;117;121;1;78;1;1;1;1;1;1;0;0;1;1;1;0;1
501;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;1
502;10;10;834;5384;62;252;2;3;255;2560575818;2990263853;255;0.052626;0.006827;0.045799;83;538;1;2248;1;1;1;1;1;1;0;0;1;1;1;0;1
503;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;1
504;2;0;748;0;254;0;0;0;0;0;0;0;0;0;0;374;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
505;2;0;180;0;254;0;0;0;0;0;0;0;0;0;0;90;0;0;0;10;2;10;10;10;10;0;0;0;10;10;0;1
506;22;22;1202;1664;62;252;7;9;255;1304956959;573928193;255;0.072545;0.023881;0.048664;55;76;0;0;1;1;2;1;1;2;1;1;0;2;1;0;1
507;10;6;980;268;254;252;2;1;255;2688817882;4213136542;255;0.08045;0.04581;0.03464;98;45;1;0;1;1;1;1;1;2;0;0;1;1;1;0;1
508;252;54;308919;3296;62;252;123;8;255;37144313;2847193607;255;0.049045;0.016461;0.032584;1226;61;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
509;2;0;168;0;254;0;0;0;0;0;0;0;0;0;0;84;0;0;0;27;2;1;1;1;1;0;0;0;9;1;0;1
510;10;6;950;268;254;252;2;1;255;4036880057;4244516005;255;0.13977;0.054391;0.085379;95;45;1;0;5;1;2;2;1;5;0;0;1;2;5;0;1
511;2;0;168;0;254;0;0;0;0;0;0;0;0;0;0;84;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
512;4;0;400;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;3;2;2;2;2;3;0;0;0;2;3;0;1
513;20;0;1040;0;254;0;0;0;0;0;0;0;0;0;0;52;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
514;20;0;1040;0;254;0;0;0;0;0;0;0;0;0;0;52;0;0;0;1;2;1;1;1;1;0;0;0;1;1;0;1
515;4;0;400;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;3;2;2;2;2;3;0;0;0;2;3;0;1
516;1642;11018;70700;14657531;62;252;7;5507;255;660150177;1867331307;255;0.048404;0.004971;0.043433;43;1330;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
517;4;0;400;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;3;2;2;2;2;3;0;0;0;2;3;0;1
518;12;22;926;23166;62;252;2;9;255;3832588857;1315057536;255;0.02988;0.01583;0.01405;77;1053;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1
519;4;0;400;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;3;2;2;2;2;3;0;0;0;2;3;0;1
520;60;348;2976;449181;62;252;2;172;255;825415081;3887846602;255;0.070315;0.019991;0.050324;50;1291;1;217346;1;1;1;1;1;1;0;0;1;2;1;0;1
521;2;0;168;0;254;0;0;0;0;0;0;0;0;0;0;84;0;0;0;2;2;1;1;1;1;0;0;0;1;1;0;1
522;4;0;400;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;3;2;2;2;2;3;0;0;0;2;3;0;1
523;232;50;283242;2998;62;252;113;8;255;712613753;3524359574;255;0.064531;0.041766;0.022765;1221;60;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
524;2;0;200;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;3;2;2;2;2;3;0;0;0;2;3;0;1
525;40;0;10880;0;254;0;0;0;0;0;0;0;0;0;0;272;0;0;0;1;2;1;1;1;1;0;0;0;2;1;0;1
526;2;0;200;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;3;2;2;2;2;3;0;0;0;2;3;0;1
527;40;0;10880;0;254;0;0;0;0;0;0;0;0;0;0;272;0;0;0;1;2;1;1;1;1;0;0;0;2;1;0;1
528;2;0;200;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;3;2;1;1;1;3;0;0;0;1;3;0;1
529;40;0;10880;0;254;0;0;0;0;0;0;0;0;0;0;272;0;0;0;1;2;1;1;1;1;0;0;0;2;1;0;1
530;2;0;200;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;3;2;1;1;1;3;0;0;0;1;3;0;1
531;40;0;10880;0;254;0;0;0;0;0;0;0;0;0;0;272;0;0;0;1;2;1;1;1;1;0;0;0;2;1;0;1
532;10;6;898;268;254;252;2;1;255;1181515496;1277330068;255;0.10315;0.057891;0.045259;90;45;1;0;2;1;1;1;1;2;0;0;1;1;1;0;1
533;2;0;200;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;1;1;1;6;0;0;0;1;6;0;1
534;22;8;19834;354;254;252;8;1;255;2784965672;3058370590;255;0.062073;0.01695;0.045123;902;44;0;0;1;1;2;1;1;1;0;0;0;1;1;0;1
535;2;0;200;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;1;1;1;6;0;0;0;1;6;0;1
536;10;6;802;268;254;252;2;1;255;4239674941;3588497366;255;0.062684;0.012753;0.049931;80;45;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1
537;2;0;200;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;1
538;2;0;200;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;1
539;10;8;564;354;254;252;2;1;255;4020424451;3658810051;255;0.062247;0.007082;0.055165;56;44;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
540;2;0;200;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;1
541;10;12;2652;9188;254;252;2;4;255;1680976031;4196662150;255;0.06147;0.011537;0.049933;265;766;1;0;1;1;1;1;1;2;0;0;1;1;1;0;1
542;2;0;200;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;1
543;10;10;962;1056;62;252;2;2;255;878386441;143321442;255;0.092974;0.046452;0.046522;96;106;1;56;2;1;2;2;1;2;0;0;1;2;2;0;1
544;2;0;200;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;1
545;10;8;564;354;254;252;2;1;255;3725869419;282221455;255;0.060101;0.006208;0.053893;56;44;0;0;1;1;1;1;1;1;0;0;0;1;2;0;1
546;10;6;2792;268;254;252;2;1;255;2059679192;1881073752;255;0.052293;0.007159;0.045134;279;45;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1
547;2;0;200;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;1
548;10;8;564;354;254;252;2;1;255;1355468620;1438993678;255;0.052759;0.006774;0.045985;56;44;0;0;2;1;1;1;1;2;0;0;0;1;1;0;1
549;2;0;200;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;1
550;62;368;3010;474465;62;252;2;182;255;488972002;2038348541;255;0.050516;0.006203;0.044313;49;1289;1;229585;1;1;1;1;1;1;0;0;1;1;1;0;1
551;18;18;1024;3010;62;252;6;7;255;634022743;3256018024;255;0.037243;0.017237;0.020006;57;167;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
552;2;0;200;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;1
553;10;6;1006;268;254;252;2;1;255;313650391;1073841901;255;0.053648;0.008769;0.044879;101;45;1;0;3;1;1;1;1;1;0;0;1;1;1;0;1
554;26;20;9199;1596;62;252;10;8;255;50977269;3900459377;255;0.052881;0.00653;0.046351;354;80;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1
555;2;0;200;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;1
556;2;2;1386;106;254;60;0;0;0;0;0;0;0;0;0;693;53;0;0;1;0;1;1;1;1;0;0;0;1;2;0;1
557;2;0;200;0;254;0;0;0;0;0;0;0;0;0;0;100;0;0;0;6;2;3;3;3;6;0;0;0;5;6;0;1
